Sequence AOS 59,English Name,Scientific Name,Introduced,Province / State / Territory,Country,Population Estimate,Lower 95% bound,Upper 95% bound,Data Source,Estimated % of Global Population,Estimated % of USA/Canada Population,Median Estimate,Lower 80% bound,Upper 80% bound,BBS Average (birds/rte),BBS Routes,Species Routes,Area of Region      (km2),Detection Distance Category (m),Pair Adjust Category,Time Adjust Mean,Time Adjust             SD,Population Estimate (unrounded),Lower 80% bound (unrounded),Upper 80% bound (unrounded),Lower 95% bound (unrounded),Upper 95% bound (unrounded)
1887,Bobolink,Dolichonyx oryzivorus,,NE,USA,"370,000","110,000","840,000","bbs,rng",3.6%,3.7%,"340,000","160,000","610,000",4.293,46,35,"198,759",200,1.75,1.272,0.024,"372,866","162,703","614,072","108,238","835,483"
1887,Bobolink,Dolichonyx oryzivorus,,IA,USA,"340,000","180,000","590,000",bbs,3.4%,3.4%,"330,000","220,000","500,000",5.391,33,28,"146,186",200,1.75,1.272,0.024,"344,368","222,817","497,637","180,030","589,137"
1887,Bobolink,Dolichonyx oryzivorus,,SK,CAN,"300,000","160,000","550,000","bbs,rng",3.0%,3.0%,"280,000","190,000","440,000",1.086,74,39,"639,199",200,1.75,1.272,0.024,"303,191","188,481","441,923","155,196","548,889"
1887,Bobolink,Dolichonyx oryzivorus,,MI,USA,"280,000","150,000","470,000",bbs,2.7%,2.7%,"260,000","190,000","390,000",4.188,71,52,"150,607",200,1.75,1.272,0.024,"275,575","186,371","394,003","148,005","469,814"
1887,Bobolink,Dolichonyx oryzivorus,,PA,USA,"220,000","110,000","390,000","bbs,rng",2.2%,2.2%,"210,000","140,000","320,000",4.315,100,60,"117,496",200,1.75,1.272,0.024,"221,532","140,217","323,817","114,560","393,208"
1887,Bobolink,Dolichonyx oryzivorus,,ME,USA,"190,000","78,000","370,000",bbs,1.8%,1.8%,"170,000","100,000","280,000",5.086,59,37,"84,223",200,1.75,1.272,0.024,"187,179","103,838","284,194","77,754","371,426"
1887,Bobolink,Dolichonyx oryzivorus,,MO,USA,"170,000","56,000","340,000",bbs,1.7%,1.7%,"150,000","81,000","270,000",2.147,70,19,"180,132",200,1.75,1.272,0.024,"168,963","81,120","274,525","55,966","341,987"
1887,Bobolink,Dolichonyx oryzivorus,,NB,CAN,"91,000","43,000","160,000",bbs,0.9%,0.9%,"87,000","56,000","130,000",2.865,32,25,"72,750",200,1.75,1.272,0.024,"91,087","55,723","134,126","43,231","161,839"
1887,Bobolink,Dolichonyx oryzivorus,,NS,CAN,"61,000","26,000","120,000",bbs,0.6%,0.6%,"56,000","34,000","94,000",2.506,31,16,"55,344",200,1.75,1.272,0.024,"60,595","33,524","94,207","25,634","117,522"
1887,Bobolink,Dolichonyx oryzivorus,,VT,USA,"54,000","31,000","87,000","bbs,rng",0.5%,0.5%,"52,000","37,000","74,000",5.015,23,22,"24,620",200,1.75,1.272,0.024,"53,950","36,873","73,709","30,729","87,080"
1887,Bobolink,Dolichonyx oryzivorus,,NH,USA,"48,000","24,000","85,000",bbs,0.5%,0.5%,"46,000","30,000","70,000",4.602,23,21,"24,008",200,1.75,1.272,0.024,"48,276","30,433","69,724","24,329","84,516"
1887,Bobolink,Dolichonyx oryzivorus,,OH,USA,"45,000","23,000","75,000","bbs,rng",0.4%,0.4%,"44,000","29,000","63,000",0.963,60,32,"107,060",200,1.75,1.272,0.024,"45,027","29,185","62,832","23,030","75,334"
1887,Bobolink,Dolichonyx oryzivorus,,MA,USA,"38,000","21,000","63,000","bbs,rng",0.4%,0.4%,"37,000","25,000","52,000",4.143,24,17,"20,985",200,1.75,1.272,0.024,"37,989","25,051","52,307","20,965","63,044"
1887,Bobolink,Dolichonyx oryzivorus,,IL,USA,"29,000","15,000","50,000","bbs,rng",0.3%,0.3%,"28,000","19,000","41,000",0.462,98,30,"145,883",200,1.75,1.272,0.024,"29,446","18,754","41,084","14,508","50,209"
1887,Bobolink,Dolichonyx oryzivorus,,NV,USA,"26,000",0,"86,000","bbs,rng",0.3%,0.3%,"22,000",0,"63,000",0.205,30,1,"286,367",200,1.75,1.272,0.024,"25,709",0,"62,522",0,"86,039"
1887,Bobolink,Dolichonyx oryzivorus,,WY,USA,"23,000",320,"74,000","bbs,rng",0.2%,0.2%,"20,000","1,300","50,000",0.211,102,5,"252,660",200,1.75,1.272,0.024,"23,333","1,333","50,169",318,"73,865"
1887,Bobolink,Dolichonyx oryzivorus,,OR,USA,"23,000",280,"57,000",bbs,0.2%,0.2%,"20,000","3,000","44,000",0.208,99,4,"250,255",200,1.75,1.272,0.024,"22,705","3,050","43,904",279,"57,363"
1887,Bobolink,Dolichonyx oryzivorus,,IN,USA,"18,000","8,300","31,000",bbs,0.2%,0.2%,"17,000","11,000","26,000",0.436,52,25,"93,534",200,1.75,1.272,0.024,"17,819","10,722","25,696","8,346","30,504"
1887,Bobolink,Dolichonyx oryzivorus,,WV,USA,"16,000","4,000","33,000",bbs,0.2%,0.2%,"14,000","6,600","26,000",0.566,48,12,"62,752",200,1.75,1.272,0.024,"15,524","6,588","25,773","3,975","32,938"
1887,Bobolink,Dolichonyx oryzivorus,,BC,CAN,"15,000","3,000","37,000",bbs,0.2%,0.2%,"14,000","5,900","27,000",0.037,115,8,"950,399",200,1.75,1.272,0.024,"15,467","5,898","27,431","2,970","36,696"
1887,Bobolink,Dolichonyx oryzivorus,,KY,USA,"13,000",0,"42,000",bbs,0.1%,0.1%,"11,000",180,"30,000",0.284,40,3,"103,889",200,1.75,1.272,0.024,"12,886",184,"29,675",0,"41,743"
1887,Bobolink,Dolichonyx oryzivorus,,VA,USA,"10,000",0,"32,000",bbs,0.1%,0.1%,"8,900",400,"23,000",0.225,50,3,"103,906",200,1.75,1.272,0.024,"10,197",401,"22,993",0,"32,465"
1887,Bobolink,Dolichonyx oryzivorus,,WA,USA,"8,700",0,"31,000",bbs,0.1%,0.1%,"7,500",0,"19,000",0.113,85,2,"176,218",200,1.75,1.272,0.024,"8,702",0,"18,975",0,"31,141"
1887,Bobolink,Dolichonyx oryzivorus,,ID,USA,"8,200","1,200","19,000","bbs,rng",0.1%,0.1%,"7,400","2,900","14,000",0.087,52,6,"215,495",200,1.75,1.272,0.024,"8,200","2,902","14,413","1,188","19,294"
1887,Bobolink,Dolichonyx oryzivorus,,PE,CAN,"7,500","2,000","16,000",bbs,0.1%,0.1%,"7,100","3,600","12,000",2.905,4,4,"5,913",200,1.75,1.272,0.024,"7,507","3,628","12,086","2,006","15,728"
1887,Bobolink,Dolichonyx oryzivorus,,AB,CAN,"7,000","1,900","16,000","bbs,rng",0.1%,0.1%,"6,200","3,200","12,000",0.024,143,13,"659,018",200,1.75,1.272,0.024,"6,952","3,215","11,722","1,913","15,508"
1887,Bobolink,Dolichonyx oryzivorus,,NJ,USA,"6,500",230,"20,000",bbs,0.1%,0.1%,"5,600",580,"14,000",0.758,29,4,"19,773",200,1.75,1.272,0.024,"6,549",583,"14,332",228,"20,068"
1887,Bobolink,Dolichonyx oryzivorus,,CT,USA,"6,300","1,900","14,000",bbs,0.1%,0.1%,"5,700","2,900","10,000",1.130,16,8,"12,822",200,1.75,1.272,0.024,"6,330","2,877","10,392","1,885","13,973"
1887,Bobolink,Dolichonyx oryzivorus,,MD,USA,"5,700","1,900","12,000",bbs,0.1%,0.1%,"5,400","2,900","9,000",0.504,62,9,"25,903",200,1.75,1.272,0.024,"5,704","2,858","8,985","1,908","11,530"
1887,Bobolink,Dolichonyx oryzivorus,,UT,USA,"3,700",110,"12,000","bbs,rng",0.0%,0.0%,"3,100",310,"8,100",0.040,91,3,"214,866",200,1.75,1.272,0.024,"3,712",311,"8,077",112,"12,192"
1887,Bobolink,Dolichonyx oryzivorus,,NL,CAN,"3,300",0,"12,000","bbs,nwt,rng",0.0%,0.0%,"2,600",0,"7,700",0.019,35,2,"398,324",200,1.75,1.272,0.024,"3,292",0,"7,668",0,"12,280"
1887,Bobolink,Dolichonyx oryzivorus,,CO,USA,"3,000",0,"9,500",bbs,0.0%,0.0%,"2,400",0,"7,000",0.025,133,2,"269,493",200,1.75,1.272,0.024,"2,959",0,"6,955",0,"9,547"
1887,Bobolink,Dolichonyx oryzivorus,,KS,USA,"1,400",0,"4,900","bbs,rng",0.0%,0.0%,"1,100",0,"3,400",0.016,61,2,"213,799",200,1.75,1.272,0.024,"1,448",0,"3,356",0,"4,864"
1887,Bobolink,Dolichonyx oryzivorus,,CA,USA,210,0,910,bbs,0.0%,0.0%,140,0,530,0.001,191,1,"410,207",200,1.75,1.272,0.024,212,0,534,0,914
1888,Eastern Meadowlark,Sturnella magna,,TX,USA,"3,500,000","2,600,000","4,700,000",bbs,9.5%,14.5%,"3,500,000","2,900,000","4,300,000",11.755,204,158,"687,020",200,1.75,1.278,0.022,"3,545,781","2,871,772","4,288,532","2,572,192","4,714,511"
1888,Eastern Meadowlark,Sturnella magna,,OK,USA,"3,400,000","2,300,000","4,900,000",bbs,9.2%,14.0%,"3,300,000","2,600,000","4,300,000",43.108,53,50,"181,091",200,1.75,1.278,0.022,"3,427,414","2,576,056","4,343,701","2,343,943","4,862,975"
1888,Eastern Meadowlark,Sturnella magna,,KS,USA,"2,400,000","1,500,000","3,700,000","bbs,rng",6.5%,9.9%,"2,400,000","1,700,000","3,200,000",25.880,61,50,"213,799",200,1.75,1.278,0.022,"2,429,279","1,736,175","3,224,555","1,493,303","3,711,266"
1888,Eastern Meadowlark,Sturnella magna,,MO,USA,"2,400,000","1,600,000","3,600,000",bbs,6.5%,9.9%,"2,400,000","1,800,000","3,100,000",30.554,70,70,"180,132",200,1.75,1.278,0.022,"2,416,415","1,783,328","3,101,594","1,567,002","3,551,473"
1888,Eastern Meadowlark,Sturnella magna,,IL,USA,"1,300,000","810,000","2,000,000","bbs,rng",3.4%,5.3%,"1,200,000","890,000","1,800,000",20.037,98,96,"145,883",200,1.75,1.278,0.022,"1,283,325","888,795","1,778,819","812,323","1,992,088"
1888,Eastern Meadowlark,Sturnella magna,,NM,USA,"1,300,000","770,000","2,000,000",bbs,3.4%,5.2%,"1,200,000","890,000","1,700,000",9.209,64,42,"315,028",200,1.75,1.278,0.022,"1,273,757","888,620","1,692,318","766,092","2,049,922"
1888,Eastern Meadowlark,Sturnella magna,,KY,USA,"990,000","610,000","1,600,000",bbs,2.7%,4.0%,"940,000","680,000","1,400,000",21.657,40,40,"103,889",200,1.75,1.278,0.022,"987,830","681,350","1,373,984","605,735","1,555,732"
1888,Eastern Meadowlark,Sturnella magna,,IA,USA,"780,000","430,000","1,300,000",bbs,2.1%,3.2%,"740,000","510,000","1,100,000",12.115,33,30,"146,186",200,1.75,1.278,0.022,"777,536","513,318","1,092,049","434,189","1,292,099"
1888,Eastern Meadowlark,Sturnella magna,,AR,USA,"760,000","450,000","1,100,000",bbs,2.0%,3.1%,"740,000","530,000","990,000",12.485,46,42,"137,847",200,1.75,1.278,0.022,"755,605","534,223","985,436","446,688","1,142,593"
1888,Eastern Meadowlark,Sturnella magna,,FL,USA,"740,000","380,000","1,300,000",bbs,2.0%,3.0%,"700,000","460,000","1,100,000",11.298,80,58,"148,384",200,1.75,1.278,0.022,"736,033","455,548","1,087,297","379,938","1,323,039"
1888,Eastern Meadowlark,Sturnella magna,,LA,USA,"670,000","370,000","1,100,000",bbs,1.8%,2.7%,"640,000","450,000","930,000",12.731,71,64,"119,899",200,1.75,1.278,0.022,"670,168","452,896","933,919","369,723","1,103,083"
1888,Eastern Meadowlark,Sturnella magna,,VA,USA,"610,000","300,000","1,100,000",bbs,1.6%,2.5%,"580,000","370,000","900,000",13.470,50,49,"103,906",200,1.75,1.278,0.022,"614,498","371,393","896,504","303,190","1,145,195"
1888,Eastern Meadowlark,Sturnella magna,,TN,USA,"590,000","390,000","850,000",bbs,1.6%,2.4%,"570,000","440,000","760,000",12.325,41,41,"108,727",200,1.75,1.278,0.022,"588,330","443,813","756,569","390,514","852,053"
1888,Eastern Meadowlark,Sturnella magna,,IN,USA,"560,000","380,000","820,000",bbs,1.5%,2.3%,"550,000","430,000","720,000",13.696,52,51,"93,534",200,1.75,1.278,0.022,"562,438","427,011","716,628","380,812","822,219"
1888,Eastern Meadowlark,Sturnella magna,,ON,CAN,"560,000","340,000","860,000","bbs,ona",1.5%,2.3%,"550,000","390,000","750,000",1.302,183,95,"978,646",200,1.75,1.278,0.022,"559,624","389,357","751,356","341,669","857,292"
1888,Eastern Meadowlark,Sturnella magna,,OH,USA,"420,000","280,000","610,000","bbs,rng",1.1%,1.7%,"410,000","310,000","530,000",8.939,60,60,"107,060",200,1.75,1.278,0.022,"420,186","314,687","534,533","279,657","612,607"
1888,Eastern Meadowlark,Sturnella magna,,WI,USA,"420,000","250,000","660,000",bbs,1.1%,1.7%,"400,000","290,000","580,000",6.580,92,82,"144,883",200,1.75,1.278,0.022,"418,573","288,094","581,539","251,323","662,970"
1888,Eastern Meadowlark,Sturnella magna,,NC,USA,"420,000","280,000","610,000",bbs,1.1%,1.7%,"410,000","310,000","540,000",7.396,80,75,"128,528",200,1.75,1.278,0.022,"417,348","309,881","536,088","279,813","605,297"
1888,Eastern Meadowlark,Sturnella magna,,AL,USA,"410,000","270,000","620,000",bbs,1.1%,1.7%,"400,000","310,000","530,000",7.017,90,78,"134,073",200,1.75,1.278,0.022,"413,063","308,482","531,871","269,677","616,232"
1888,Eastern Meadowlark,Sturnella magna,,MS,USA,"350,000","190,000","590,000","bbs,rng",1.0%,1.4%,"340,000","230,000","490,000",6.530,40,38,"123,538",200,1.75,1.278,0.022,"354,199","232,609","489,291","192,327","589,839"
1888,Eastern Meadowlark,Sturnella magna,,MI,USA,"250,000","150,000","390,000",bbs,0.7%,1.0%,"250,000","180,000","340,000",3.848,71,56,"150,607",200,1.75,1.278,0.022,"254,451","180,024","341,477","149,577","391,711"
1888,Eastern Meadowlark,Sturnella magna,,AZ,USA,"240,000","82,000","490,000","bbs,rng",0.6%,1.0%,"230,000","120,000","390,000",1.867,64,16,"295,359",200,1.75,1.278,0.022,"242,068","116,088","385,621","81,599","486,988"
1888,Eastern Meadowlark,Sturnella magna,,GA,USA,"240,000","150,000","360,000",bbs,0.6%,1.0%,"230,000","170,000","310,000",3.525,88,64,"152,868",200,1.75,1.278,0.022,"236,582","167,838","313,822","146,159","356,715"
1888,Eastern Meadowlark,Sturnella magna,,NE,USA,"210,000","75,000","420,000","bbs,rng",0.6%,0.8%,"190,000","110,000","340,000",2.373,46,21,"198,759",200,1.75,1.278,0.022,"207,070","105,210","335,095","74,912","421,249"
1888,Eastern Meadowlark,Sturnella magna,,PA,USA,"180,000","110,000","270,000","bbs,rng",0.5%,0.7%,"170,000","120,000","240,000",3.420,100,88,"117,496",200,1.75,1.278,0.022,"176,440","124,515","236,817","110,487","273,665"
1888,Eastern Meadowlark,Sturnella magna,,SC,USA,"170,000","97,000","280,000",bbs,0.5%,0.7%,"160,000","110,000","240,000",4.880,39,30,"80,340",200,1.75,1.278,0.022,"172,136","113,476","238,269","96,586","281,416"
1888,Eastern Meadowlark,Sturnella magna,,WV,USA,"120,000","65,000","210,000",bbs,0.3%,0.5%,"110,000","77,000","170,000",4.364,48,40,"62,752",200,1.75,1.278,0.022,"120,236","76,747","172,364","65,280","205,065"
1888,Eastern Meadowlark,Sturnella magna,,QC,CAN,"120,000","54,000","200,000","bbs,ona,nwt,rng",0.3%,0.5%,"110,000","71,000","170,000",0.179,145,40,"1,496,939",200,1.75,1.278,0.022,"117,764","71,497","169,556","54,455","200,812"
1888,Eastern Meadowlark,Sturnella magna,,NY,USA,"110,000","70,000","170,000","bbs,rng",0.3%,0.5%,"110,000","80,000","150,000",2.023,103,66,"125,700",200,1.75,1.278,0.022,"111,633","80,256","149,332","70,242","172,498"
1888,Eastern Meadowlark,Sturnella magna,,MN,USA,"93,000","47,000","160,000",bbs,0.2%,0.4%,"89,000","58,000","130,000",0.970,82,32,"217,323",200,1.75,1.278,0.022,"92,535","58,487","130,262","47,149","159,429"
1888,Eastern Meadowlark,Sturnella magna,,MD,USA,"26,000","17,000","37,000",bbs,0.1%,0.1%,"26,000","20,000","33,000",2.296,62,56,"25,903",200,1.75,1.278,0.022,"26,115","19,737","33,057","16,750","37,365"
1888,Eastern Meadowlark,Sturnella magna,,SD,USA,"7,000",180,"25,000","bbs,rng",0.0%,0.0%,"5,900",320,"16,000",0.080,53,1,"199,165",200,1.75,1.278,0.022,"7,019",320,"16,314",179,"24,538"
1888,Eastern Meadowlark,Sturnella magna,,ME,USA,"4,300",900,"9,800",bbs,0.0%,0.0%,"3,800","1,700","7,500",0.115,59,10,"84,223",200,1.75,1.278,0.022,"4,256","1,713","7,543",905,"9,789"
1888,Eastern Meadowlark,Sturnella magna,,NJ,USA,"4,000",870,"9,100",bbs,0.0%,0.0%,"3,600","1,500","7,000",0.457,29,8,"19,773",200,1.75,1.278,0.022,"3,967","1,458","7,044",870,"9,118"
1888,Eastern Meadowlark,Sturnella magna,,VT,USA,"3,400",880,"8,100","bbs,rng",0.0%,0.0%,"3,000","1,300","5,900",0.312,23,12,"24,620",200,1.75,1.278,0.022,"3,369","1,296","5,935",876,"8,062"
1888,Eastern Meadowlark,Sturnella magna,,DE,USA,"2,000",750,"3,600","bbs,rng",0.0%,0.0%,"1,800","1,000","3,000",0.868,10,7,"5,130",200,1.75,1.278,0.022,"1,955","1,047","2,996",751,"3,604"
1888,Eastern Meadowlark,Sturnella magna,,ND,USA,"1,100",0,"3,600",bbs,0.0%,0.0%,860,110,"2,500",0.014,47,3,"182,272",200,1.75,1.278,0.022,"1,112",112,"2,501",0,"3,553"
1888,Eastern Meadowlark,Sturnella magna,,MA,USA,900,170,"2,100","bbs,rng",0.0%,0.0%,830,350,"1,500",0.098,24,5,"20,985",200,1.75,1.278,0.022,905,349,"1,537",166,"2,068"
1888,Eastern Meadowlark,Sturnella magna,,NH,USA,540,0,"1,400",bbs,0.0%,0.0%,480,120,"1,000",0.051,23,4,"24,008",200,1.75,1.278,0.022,538,117,"1,041",0,"1,448"
1888,Eastern Meadowlark,Sturnella magna,,CT,USA,88,0,260,bbs,0.0%,0.0%,72,0,180,0.016,16,1,"12,822",200,1.75,1.278,0.022,88,0,178,0,265
1888,Eastern Meadowlark,Sturnella magna,,MB,CAN,85,0,400,"bbs,nwt,rng",0.0%,0.0%,44,0,250,0.000,77,1,"604,671",200,1.75,1.278,0.022,85,0,247,0,402
1889,Western Meadowlark,Sturnella neglecta,,MT,USA,"16,000,000","11,000,000","23,000,000",bbs,16.1%,16.8%,"16,000,000","12,000,000","21,000,000",108.861,80,69,"379,290",200,1.5,1.314,0.039,"15,992,205","11,914,461","20,788,564","10,829,060","22,961,042"
1889,Western Meadowlark,Sturnella neglecta,,NE,USA,"9,100,000","6,000,000","13,000,000","bbs,rng",9.1%,9.5%,"8,800,000","6,800,000","12,000,000",117.596,46,46,"198,759",200,1.5,1.314,0.039,"9,052,750","6,751,630","11,762,173","6,006,267","13,464,790"
1889,Western Meadowlark,Sturnella neglecta,,CO,USA,"7,800,000","5,000,000","12,000,000",bbs,7.8%,8.2%,"7,400,000","5,500,000","11,000,000",74.487,133,120,"269,493",200,1.5,1.314,0.039,"7,774,813","5,524,900","10,501,258","4,990,414","12,150,710"
1889,Western Meadowlark,Sturnella neglecta,,SD,USA,"7,500,000","4,800,000","11,000,000","bbs,rng",7.6%,7.9%,"7,400,000","5,400,000","9,800,000",97.536,53,51,"199,165",200,1.5,1.314,0.039,"7,523,839","5,420,696","9,786,395","4,782,642","11,175,915"
1889,Western Meadowlark,Sturnella neglecta,,WY,USA,"6,500,000","4,300,000","9,400,000","bbs,rng",6.5%,6.8%,"6,300,000","4,900,000","8,200,000",66.046,102,97,"252,660",200,1.5,1.314,0.039,"6,463,148","4,916,065","8,237,147","4,343,480","9,370,773"
1889,Western Meadowlark,Sturnella neglecta,,KS,USA,"6,400,000","4,100,000","9,500,000","bbs,rng",6.4%,6.7%,"6,200,000","4,700,000","8,300,000",76.693,61,54,"213,799",200,1.5,1.314,0.039,"6,350,737","4,676,307","8,340,335","4,098,325","9,481,946"
1889,Western Meadowlark,Sturnella neglecta,,ND,USA,"6,100,000","3,700,000","9,400,000",bbs,6.1%,6.4%,"5,900,000","4,300,000","8,000,000",85.851,47,45,"182,272",200,1.5,1.314,0.039,"6,060,752","4,282,143","7,976,265","3,725,400","9,363,941"
1889,Western Meadowlark,Sturnella neglecta,,SK,CAN,"4,900,000","2,800,000","8,300,000","bbs,rng",4.9%,5.2%,"4,700,000","3,300,000","7,000,000",19.867,74,59,"639,199",200,1.5,1.314,0.039,"4,918,405","3,294,048","6,988,556","2,824,651","8,299,349"
1889,Western Meadowlark,Sturnella neglecta,,NV,USA,"3,900,000","1,800,000","7,200,000","bbs,rng",3.9%,4.1%,"3,700,000","2,300,000","5,900,000",35.393,30,26,"286,367",200,1.5,1.314,0.039,"3,925,614","2,309,849","5,901,122","1,750,243","7,195,087"
1889,Western Meadowlark,Sturnella neglecta,,AB,CAN,"3,700,000","2,200,000","6,100,000","bbs,rng",3.8%,3.9%,"3,600,000","2,500,000","5,300,000",14.632,143,109,"659,018",200,1.5,1.314,0.039,"3,734,761","2,541,181","5,253,347","2,190,503","6,118,745"
1889,Western Meadowlark,Sturnella neglecta,,TX,USA,"3,400,000","1,800,000","5,600,000",bbs,3.4%,3.5%,"3,200,000","2,200,000","4,800,000",12.647,204,53,"687,020",200,1.5,1.314,0.039,"3,365,137","2,187,785","4,766,126","1,835,259","5,635,190"
1889,Western Meadowlark,Sturnella neglecta,,NM,USA,"2,900,000","1,700,000","4,500,000",bbs,2.9%,3.0%,"2,800,000","2,000,000","3,900,000",23.561,64,52,"315,028",200,1.5,1.314,0.039,"2,874,836","2,048,503","3,851,194","1,747,137","4,468,398"
1889,Western Meadowlark,Sturnella neglecta,,UT,USA,"2,600,000","1,500,000","4,200,000","bbs,rng",2.6%,2.7%,"2,500,000","1,800,000","3,600,000",31.383,91,77,"214,866",200,1.5,1.314,0.039,"2,611,709","1,828,196","3,585,317","1,549,662","4,223,015"
1889,Western Meadowlark,Sturnella neglecta,,ID,USA,"2,500,000","1,400,000","4,100,000","bbs,rng",2.5%,2.7%,"2,400,000","1,700,000","3,600,000",30.362,52,42,"215,495",200,1.5,1.314,0.039,"2,534,179","1,708,178","3,571,326","1,446,716","4,079,740"
1889,Western Meadowlark,Sturnella neglecta,,CA,USA,"2,500,000","1,500,000","4,100,000",bbs,2.5%,2.6%,"2,400,000","1,800,000","3,300,000",15.793,191,122,"410,207",200,1.5,1.314,0.039,"2,509,167","1,771,517","3,348,835","1,480,557","4,063,223"
1889,Western Meadowlark,Sturnella neglecta,,OR,USA,"2,200,000","1,200,000","3,700,000",bbs,2.2%,2.3%,"2,100,000","1,400,000","3,100,000",22.250,99,59,"250,255",200,1.5,1.314,0.039,"2,156,589","1,417,975","3,089,855","1,174,033","3,650,494"
1889,Western Meadowlark,Sturnella neglecta,,WA,USA,"1,800,000","980,000","3,000,000",bbs,1.8%,1.9%,"1,700,000","1,100,000","2,500,000",25.832,85,46,"176,218",200,1.5,1.314,0.039,"1,763,046","1,135,757","2,502,394","982,307","2,950,144"
1889,Western Meadowlark,Sturnella neglecta,,OK,USA,"1,500,000","840,000","2,400,000",bbs,1.5%,1.6%,"1,500,000","1,000,000","2,100,000",21.566,53,30,"181,091",200,1.5,1.314,0.039,"1,512,614","1,020,637","2,077,625","842,090","2,404,660"
1889,Western Meadowlark,Sturnella neglecta,,MB,CAN,"1,400,000","910,000","2,200,000","bbs,nwt,rng",1.5%,1.5%,"1,400,000","1,000,000","1,900,000",6.171,77,53,"604,671",200,1.5,1.314,0.039,"1,445,236","1,024,946","1,926,828","911,053","2,200,335"
1889,Western Meadowlark,Sturnella neglecta,,IA,USA,"780,000","430,000","1,300,000",bbs,0.8%,0.8%,"740,000","520,000","1,100,000",13.764,33,32,"146,186",200,1.5,1.314,0.039,"779,334","522,450","1,079,261","430,792","1,286,640"
1889,Western Meadowlark,Sturnella neglecta,,BC,CAN,"740,000","390,000","1,200,000",bbs,0.7%,0.8%,"720,000","480,000","1,000,000",2.010,115,41,"950,399",200,1.5,1.314,0.039,"739,775","479,882","1,029,075","386,110","1,224,222"
1889,Western Meadowlark,Sturnella neglecta,,MN,USA,"440,000","230,000","750,000",bbs,0.4%,0.5%,"420,000","290,000","630,000",5.200,82,47,"217,323",200,1.5,1.314,0.039,"437,707","285,210","627,954","230,846","746,003"
1889,Western Meadowlark,Sturnella neglecta,,AZ,USA,"430,000","230,000","690,000","bbs,rng",0.4%,0.5%,"420,000","290,000","590,000",3.795,64,34,"295,359",200,1.5,1.314,0.039,"434,140","292,159","594,291","231,829","693,939"
1889,Western Meadowlark,Sturnella neglecta,,IL,USA,"76,000","34,000","140,000","bbs,rng",0.1%,0.1%,"71,000","44,000","120,000",1.339,98,40,"145,883",200,1.5,1.314,0.039,"75,681","44,464","115,269","34,102","143,716"
1889,Western Meadowlark,Sturnella neglecta,,MO,USA,"59,000","12,000","150,000",bbs,0.1%,0.1%,"52,000","22,000","100,000",0.850,70,14,"180,132",200,1.5,1.314,0.039,"59,272","22,329","104,055","12,056","148,077"
1889,Western Meadowlark,Sturnella neglecta,,WI,USA,"19,000","6,700","40,000",bbs,0.0%,0.0%,"18,000","9,900","31,000",0.346,92,44,"144,883",200,1.5,1.314,0.039,"19,393","9,901","30,935","6,717","40,274"
1889,Western Meadowlark,Sturnella neglecta,,ON,CAN,"7,200",42,"25,000","bbs,ona",0.0%,0.0%,"6,300",270,"17,000",0.019,183,4,"978,646",200,1.5,1.314,0.039,"7,242",268,"16,961",42,"24,826"
1889,Western Meadowlark,Sturnella neglecta,,IN,USA,"1,800",41,"5,000",bbs,0.0%,0.0%,"1,600",420,"3,500",0.049,52,4,"93,534",200,1.5,1.314,0.039,"1,773",423,"3,513",41,"4,963"
1889,Western Meadowlark,Sturnella neglecta,,MI,USA,510,0,"1,700",bbs,0.0%,0.0%,410,0,"1,200",0.009,71,2,"150,607",200,1.5,1.314,0.039,513,0,"1,175",0,"1,694"
1909,Orchard Oriole,Icterus spurius,,NE,USA,"1,200,000","850,000","1,700,000","bbs,rng",10.7%,11.4%,"1,200,000","960,000","1,500,000",7.438,46,45,"198,759",125,1.75,1.105,0.009,"1,237,073","962,276","1,537,296","846,359","1,688,112"
1909,Orchard Oriole,Icterus spurius,,KS,USA,"860,000","610,000","1,200,000","bbs,rng",7.4%,7.9%,"850,000","680,000","1,100,000",4.804,61,61,"213,799",125,1.75,1.105,0.009,"859,385","681,850","1,066,747","609,523","1,174,746"
1909,Orchard Oriole,Icterus spurius,,LA,USA,"780,000","510,000","1,100,000",bbs,6.8%,7.2%,"770,000","590,000","980,000",7.797,71,65,"119,899",125,1.75,1.105,0.009,"782,219","593,593","981,183","512,728","1,121,886"
1909,Orchard Oriole,Icterus spurius,,MS,USA,"660,000","410,000","970,000","bbs,rng",5.7%,6.0%,"650,000","480,000","850,000",6.342,40,37,"123,538",125,1.75,1.105,0.009,"655,554","477,864","853,494","409,461","974,743"
1909,Orchard Oriole,Icterus spurius,,NC,USA,"620,000","450,000","850,000",bbs,5.4%,5.7%,"600,000","500,000","770,000",5.753,80,71,"128,528",125,1.75,1.105,0.009,"618,695","495,343","771,187","450,122","854,924"
1909,Orchard Oriole,Icterus spurius,,ND,USA,"590,000","350,000","900,000",bbs,5.1%,5.4%,"570,000","420,000","780,000",3.869,47,44,"182,272",125,1.75,1.105,0.009,"590,049","420,305","780,672","351,115","898,782"
1909,Orchard Oriole,Icterus spurius,,SD,USA,"590,000","410,000","810,000","bbs,rng",5.1%,5.4%,"580,000","460,000","720,000",3.518,53,41,"199,165",125,1.75,1.105,0.009,"586,206","457,466","721,277","408,955","810,314"
